Transaction ID,Date,Time,Item,Category,Price,Quantity,Total Spent,Payment Method,Customer Type
1060,2025-01-02,17:18,Earl Grey,Tea,3.25,2,6.5,Credit Card,Regular
1061,2025-01-02,10:08,Earl Grey,Tea,3.25,1,3.25,Cash,Regular
1062,2025-01-02,11:09,Americano,Coffee,3.5,1,3.5,Credit Card,Transient
1063,2025-01-02,11:55,Espresso,Coffee,3.0,1,3.0,Credit Card,Transient
1064,2025-01-02,17:45,Espresso,Coffee,3.0,1,3.0,Credit Card,Transient
1065,2025-01-02,11:35,Grilled Cheese,Food,6.5,1,6.5,Mobile Payment,Regular
1066,2025-01-02,09:34,Grilled Cheese,Food,6.5,1,6.5,Mobile Payment,Transient
1067,2025-01-02,10:20,Cold Brew,Coffee,4.75,1,4.75,Credit Card,Regular
1068,2025-01-02,10:49,Avocado Toast,Food,8.5,1,8.5,Cash,Regular
1069,2025-01-02,10:40,Peppermint Tea,Tea,3.25,1,3.25,Cash,Regular
1070,2025-01-02,16:31,Latte,Coffee,4.5,1,4.5,Credit Card,Regular
1071,2025-01-02,09:00,Cold Brew,Coffee,4.75,1,4.75,Cash,Regular
1072,2025-01-02,09:08,Macchiato,Coffee,3.75,1,3.75,Credit Card,Regular
1073,2025-01-02,16:33,Avocado Toast,Food,8.5,1,8.5,Cash,Regular
1074,2025-01-02,17:35,Avocado Toast,Food,8.5,2,17.0,Mobile Payment,Regular
1075,2025-01-02,15:47,Blueberry Muffin,Bakery,3.5,3,10.5,Credit Card,Transient
1076,2025-01-02,09:05,Croissant,Bakery,3.75,2,7.5,Mobile Payment,Regular
1077,2025-01-02,14:10,Cappuccino,Coffee,4.5,1,4.5,Credit Card,Regular
1078,2025-01-02,08:45,Cappuccino,Coffee,4.5,1,4.5,Credit Card,Regular
1079,2025-01-02,11:22,Espresso,Coffee,3.0,3,9.0,Credit Card,Transient
1080,2025-01-02,11:54,Croissant,Bakery,3.75,1,3.75,Credit Card,New
1081,2025-01-02,14:18,Macchiato,Coffee,3.75,1,3.75,Credit Card,Regular
1082,2025-01-02,13:21,Blueberry Muffin,Bakery,3.5,1,3.5,Credit Card,Regular
1083,2025-01-02,08:16,Chai Latte,Tea,4.5,1,4.5,Mobile Payment,Regular
1084,2025-01-02,10:37,Cappuccino,Coffee,4.5,1,4.5,Credit Card,Regular
1085,2025-01-02,10:30,Mocha,Coffee,5.0,1,5.0,Credit Card,New
1086,2025-01-03,11:30,Macchiato,Coffee,3.75,2,7.5,Credit Card,Transient
1087,2025-01-03,16:55,Blueberry Muffin,Bakery,3.5,1,3.5,Credit Card,Regular
1088,2025-01-03,12:07,Cappuccino,Coffee,4.5,1,4.5,Credit Card,Regular
1089,2025-01-03,15:34,Macchiato,Coffee,3.75,1,3.75,Credit Card,Regular
1090,2025-01-03,09:54,Croissant,Bakery,3.75,1,3.75,Mobile Payment,Transient
1091,2025-01-03,11:22,Mocha,Coffee,5.0,1,5.0,Cash,New
1092,2025-01-03,12:14,Earl Grey,Tea,3.25,1,3.25,Mobile Payment,Regular
1093,2025-01-03,12:37,Green Tea,Tea,3.25,1,3.25,Credit Card,New
1094,2025-01-03,07:35,Macchiato,Coffee,3.75,1,3.75,Credit Card,Transient
1095,2025-01-03,09:46,Green Tea,Tea,3.25,1,3.25,Credit Card,Regular
1096,2025-01-03,08:25,Matcha Latte,Tea,5.25,1,5.25,Credit Card,Regular
1097,2025-01-03,14:25,Mocha,Coffee,5.0,1,5.0,Credit Card,Transient
1098,2025-01-03,08:03,Green Tea,Tea,3.25,1,3.25,Credit Card,Regular
1099,2025-01-03,16:24,Chocolate Chip Cookie,Bakery,2.5,1,2.5,Cash,Transient
1100,2025-01-03,12:04,Avocado Toast,Food,8.5,1,8.5,Credit Card,New
1101,2025-01-03,14:17,Croissant,Bakery,3.75,1,3.75,Credit Card,Regular
1102,2025-01-03,16:48,Bagel,Bakery,3.0,1,3.0,Mobile Payment,New
1103,2025-01-03,16:26,Latte,Coffee,4.5,2,9.0,Credit Card,Regular
1104,2025-01-03,08:37,Latte,Coffee,4.5,1,4.5,Credit Card,New
1105,2025-01-03,09:31,Green Tea,Tea,3.25,1,3.25,Credit Card,New
1106,2025-01-03,11:45,Matcha Latte,Tea,5.25,1,5.25,Mobile Payment,New
1107,2025-01-03,15:31,Avocado Toast,Food,8.5,1,8.5,Credit Card,Regular
1108,2025-01-03,07:07,Blueberry Muffin,Bakery,3.5,1,3.5,Credit Card,Regular
1109,2025-01-03,08:58,Earl Grey,Tea,3.25,1,3.25,Credit Card,New
1110,2025-01-03,09:41,Scone,Bakery,3.75,1,3.75,Credit Card,Regular
1111,2025-01-03,11:06,Espresso,Coffee,3.0,1,3.0,Credit Card,Regular
1112,2025-01-03,17:11,Peppermint Tea,Tea,3.25,1,3.25,Cash,New
1113,2025-01-03,15:45,Cold Brew,Coffee,4.75,1,4.75,Credit Card,Regular
1114,2025-01-03,09:05,Scone,Bakery,3.75,1,3.75,Mobile Payment,Regular
1115,2025-01-03,15:40,Americano,Coffee,3.5,1,3.5,Credit Card,Regular
1116,2025-01-03,19:33,Latte,Coffee,4.5,1,4.5,Credit Card,New
1117,2025-01-03,09:36,Espresso,Coffee,3.0,1,3.0,Credit Card,New
1118,2025-01-03,09:08,Espresso,Coffee,3.0,1,3.0,Credit Card,New
1119,2025-01-03,09:05,Green Tea,Tea,3.25,1,3.25,Credit Card,Regular
1120,2025-01-03,10:09,Cappuccino,Coffee,4.5,1,4.5,Credit Card,New
1121,2025-01-03,17:31,Macchiato,Coffee,3.75,1,3.75,Mobile Payment,New
1122,2025-01-03,10:41,Croissant,Bakery,3.75,1,3.75,Credit Card,New
1123,2025-01-03,08:19,Matcha Latte,Tea,5.25,1,5.25,Credit Card,New
1124,2025-01-03,07:40,Macchiato,Coffee,3.75,1,3.75,Credit Card,Regular
1125,2025-01-03,10:53,Macchiato,Coffee,3.75,1,3.75,Credit Card,New
1126,2025-01-03,13:29,Earl Grey,Tea,3.25,3,9.75,Cash,Regular
1127,2025-01-03,08:52,Cappuccino,Coffee,4.5,2,9.0,Cash,New
1128,2025-01-03,11:46,Cold Brew,Coffee,4.75,2,9.5,Credit Card,Regular
1129,2025-01-03,09:07,Macchiato,Coffee,3.75,2,7.5,Credit Card,Regular
1130,2025-01-03,14:28,Breakfast Sandwich,Food,7.5,1,7.5,Cash,Regular
1131,2025-01-03,14:37,Cold Brew,Coffee,4.75,1,4.75,Credit Card,Regular
1132,2025-01-03,12:00,Macchiato,Coffee,3.75,1,3.75,Cash,New
1133,2025-01-03,11:54,Latte,Coffee,4.5,1,4.5,Credit Card,Regular
1134,2025-01-03,07:25,Bagel,Bakery,3.0,1,3.0,Cash,New
1135,2025-01-04,15:22,Americano,Coffee,3.5,1,3.5,Credit Card,Regular
1136,2025-01-04,18:44,Cappuccino,Coffee,4.5,3,13.5,Cash,Transient
1137,2025-01-04,07:49,Latte,Coffee,4.5,1,4.5,Credit Card,Regular
1138,2025-01-04,15:13,Espresso,Coffee,3.0,1,3.0,Credit Card,Regular
1139,2025-01-04,17:33,Macchiato,Coffee,3.75,2,7.5,Mobile Payment,New
1140,2025-01-04,15:51,Matcha Latte,Tea,5.25,1,5.25,Credit Card,Regular
1141,2025-01-04,19:13,Green Tea,Tea,3.25,1,3.25,Cash,Regular
1142,2025-01-04,16:58,Peppermint Tea,Tea,3.25,1,3.25,Mobile Payment,Transient
1143,2025-01-04,14:39,Scone,Bakery,3.75,1,3.75,Cash,Regular
1144,2025-01-04,08:38,Chocolate Chip Cookie,Bakery,2.5,1,2.5,Cash,New
1145,2025-01-04,11:50,Chocolate Chip Cookie,Bakery,2.5,1,2.5,Credit Card,Regular
1146,2025-01-04,08:47,Earl Grey,Tea,3.25,1,3.25,Mobile Payment,New
1147,2025-01-04,11:13,Espresso,Coffee,3.0,1,3.0,Cash,Transient
1148,2025-01-04,12:45,Matcha Latte,Tea,5.25,2,10.5,Credit Card,Regular
1149,2025-01-04,12:28,Matcha Latte,Tea,5.25,2,10.5,Credit Card,Regular
1150,2025-01-04,12:19,Chocolate Chip Cookie,Bakery,2.5,2,5.0,Cash,Regular
1151,2025-01-04,09:30,Latte,Coffee,4.5,1,4.5,Credit Card,Regular
1152,2025-01-04,16:38,Americano,Coffee,3.5,1,3.5,Credit Card,Transient
1153,2025-01-04,07:55,Earl Grey,Tea,3.25,1,3.25,Credit Card,Regular
1154,2025-01-04,15:13,Matcha Latte,Tea,5.25,1,5.25,Credit Card,New
1155,2025-01-04,12:41,Green Tea,Tea,3.25,1,3.25,Cash,New
1156,2025-01-04,07:21,Bagel,Bakery,3.0,1,3.0,Credit Card,Regular
1157,2025-01-04,11:50,Mocha,Coffee,5.0,1,5.0,Credit Card,New
1158,2025-01-04,15:34,Scone,Bakery,3.75,1,3.75,Credit Card,Regular
1159,2025-01-04,15:25,Latte,Coffee,4.5,1,4.5,Credit Card,Regular
1160,2025-01-04,09:38,Croissant,Bakery,3.75,1,3.75,Credit Card,Transient
1161,2025-01-04,14:16,Americano,Coffee,3.5,1,3.5,Credit Card,New
1162,2025-01-04,08:21,Cappuccino,Coffee,4.5,1,4.5,Credit Card,Regular
1163,2025-01-04,16:04,Chocolate Chip Cookie,Bakery,2.5,3,7.5,Credit Card,Regular
1164,2025-01-04,10:26,Cappuccino,Coffee,4.5,1,4.5,Cash,Transient
1165,2025-01-04,17:42,Mocha,Coffee,5.0,2,10.0,Mobile Payment,Transient
1166,2025-01-04,10:53,Cappuccino,Coffee,4.5,1,4.5,Credit Card,Regular
1167,2025-01-04,11:51,Croissant,Bakery,3.75,1,3.75,Credit Card,Regular
1168,2025-01-04,09:03,Croissant,Bakery,3.75,3,11.25,Credit Card,New
1169,2025-01-04,12:10,Peppermint Tea,Tea,3.25,1,3.25,Mobile Payment,Regular
1170,2025-01-04,12:57,Macchiato,Coffee,3.75,2,7.5,Credit Card,New
1171,2025-01-04,14:00,Peppermint Tea,Tea,3.25,1,3.25,Cash,Regular
1172,2025-01-04,12:41,Avocado Toast,Food,8.5,3,25.5,Cash,New
1173,2025-01-04,10:58,Latte,Coffee,4.5,1,4.5,Credit Card,Transient
1174,2025-01-04,14:47,Americano,Coffee,3.5,1,3.5,Mobile Payment,New
1175,2025-01-05,09:40,Latte,Coffee,4.5,2,9.0,Credit Card,Regular
1176,2025-01-05,10:37,Bagel,Bakery,3.0,1,3.0,Credit Card,Regular
1177,2025-01-05,08:58,Latte,Coffee,4.5,1,4.5,Credit Card,New
1178,2025-01-05,13:02,Breakfast Sandwich,Food,7.5,1,7.5,Mobile Payment,Regular
1179,2025-01-05,08:43,Peppermint Tea,Tea,3.25,2,6.5,Mobile Payment,Regular
1180,2025-01-05,10:42,Cappuccino,Coffee,4.5,1,4.5,Credit Card,New
1181,2025-01-05,09:17,Green Tea,Tea,3.25,1,3.25,Mobile Payment,Regular
1182,2025-01-05,09:25,Earl Grey,Tea,3.25,3,9.75,Mobile Payment,Regular
1183,2025-01-05,09:15,Latte,Coffee,4.5,1,4.5,Mobile Payment,Regular
1184,2025-01-05,15:59,Espresso,Coffee,3.0,1,3.0,Mobile Payment,Regular
1185,2025-01-05,10:12,Peppermint Tea,Tea,3.25,1,3.25,Credit Card,Regular
1186,2025-01-05,13:48,Croissant,Bakery,3.75,1,3.75,Cash,Regular
1187,2025-01-05,12:43,Cold Brew,Coffee,4.75,1,4.75,Cash,New
1188,2025-01-05,11:15,Blueberry Muffin,Bakery,3.5,1,3.5,Mobile Payment,Regular
1189,2025-01-05,10:40,Grilled Cheese,Food,6.5,1,6.5,Cash,New
1190,2025-01-05,11:17,Peppermint Tea,Tea,3.25,1,3.25,Credit Card,Regular
1191,2025-01-05,13:47,Chai Latte,Tea,4.5,1,4.5,Mobile Payment,Regular
1192,2025-01-05,17:04,Scone,Bakery,3.75,1,3.75,Credit Card,Regular
1193,2025-01-05,09:41,Scone,Bakery,3.75,1,3.75,Mobile Payment,New
1194,2025-01-05,15:18,Earl Grey,Tea,3.25,1,3.25,Credit Card,New
1195,2025-01-05,13:23,Bagel,Bakery,3.0,1,3.0,Credit Card,New
1196,2025-01-05,09:47,Grilled Cheese,Food,6.5,1,6.5,Mobile Payment,Regular
1197,2025-01-05,10:04,Chocolate Chip Cookie,Bakery,2.5,1,2.5,Credit Card,Regular
1198,2025-01-05,12:32,Grilled Cheese,Food,6.5,1,6.5,Credit Card,New
1199,2025-01-05,08:19,Espresso,Coffee,3.0,1,3.0,Mobile Payment,Transient
1200,2025-01-05,13:19,Cappuccino,Coffee,4.5,1,4.5,Credit Card,New
1201,2025-01-05,14:51,Matcha Latte,Tea,5.25,1,5.25,Mobile Payment,Regular
1202,2025-01-05,10:36,Americano,Coffee,3.5,1,3.5,Credit Card,New
1203,2025-01-05,08:31,Chocolate Chip Cookie,Bakery,2.5,1,2.5,Cash,Regular
1204,2025-01-05,10:18,Mocha,Coffee,5.0,1,5.0,Cash,New
1205,2025-01-05,10:14,Green Tea,Tea,3.25,1,3.25,Cash,Regular
1206,2025-01-05,10:08,Green Tea,Tea,3.25,2,6.5,Credit Card,Regular
1207,2025-01-05,16:01,Earl Grey,Tea,3.25,2,6.5,Credit Card,Regular
1208,2025-01-05,07:24,Peppermint Tea,Tea,3.25,2,6.5,Credit Card,New
1209,2025-01-05,07:18,Green Tea,Tea,3.25,2,6.5,Credit Card,New
1210,2025-01-05,18:47,Espresso,Coffee,3.0,1,3.0,Cash,Transient
1211,2025-01-05,12:32,Latte,Coffee,4.5,1,4.5,Credit Card,Transient
1212,2025-01-05,12:46,Mocha,Coffee,5.0,1,5.0,Cash,Regular
1213,2025-01-05,08:15,Peppermint Tea,Tea,3.25,1,3.25,Cash,Transient
1214,2025-01-05,09:10,Earl Grey,Tea,3.25,1,3.25,Credit Card,New
1215,2025-01-05,11:50,Bagel,Bakery,3.0,1,3.0,Credit Card,New
1216,2025-01-05,15:03,Americano,Coffee,3.5,1,3.5,Credit Card,Regular
1217,2025-01-05,12:31,Matcha Latte,Tea,5.25,1,5.25,Cash,Transient
1218,2025-01-05,13:40,Mocha,Coffee,5.0,1,5.0,Cash,Transient
1219,2025-01-05,08:48,Matcha Latte,Tea,5.25,1,5.25,Cash,New
1220,2025-01-05,13:41,Avocado Toast,Food,8.5,3,25.5,Mobile Payment,Transient
1221,2025-01-05,10:14,Peppermint Tea,Tea,3.25,1,3.25,Mobile Payment,Transient
1222,2025-01-05,12:09,Croissant,Bakery,3.75,1,3.75,Mobile Payment,New
1223,2025-01-05,16:59,Latte,Coffee,4.5,1,4.5,Cash,New
1224,2025-01-05,16:37,Americano,Coffee,3.5,2,7.0,Credit Card,Regular
1225,2025-01-05,12:17,Mocha,Coffee,5.0,1,5.0,Credit Card,Regular
1226,2025-01-05,08:44,Mocha,Coffee,5.0,1,5.0,Mobile Payment,Regular
1227,2025-01-05,19:35,Chocolate Chip Cookie,Bakery,2.5,1,2.5,Credit Card,New
1228,2025-01-05,11:24,Cold Brew,Coffee,4.75,1,4.75,Credit Card,Regular
1229,2025-01-05,12:34,Grilled Cheese,Food,6.5,1,6.5,Mobile Payment,Regular
1230,2025-01-05,09:04,Avocado Toast,Food,8.5,1,8.5,Mobile Payment,Regular
1231,2025-01-05,07:43,Earl Grey,Tea,3.25,2,6.5,Mobile Payment,New
1232,2025-01-05,15:26,Americano,Coffee,3.5,1,3.5,Cash,Transient
1233,2025-01-05,08:00,Blueberry Muffin,Bakery,3.5,1,3.5,Credit Card,Regular
1234,2025-01-05,15:09,Espresso,Coffee,3.0,1,3.0,Credit Card,Transient
1235,2025-01-05,08:11,Cold Brew,Coffee,4.75,1,4.75,Credit Card,New
1236,2025-01-05,17:38,Macchiato,Coffee,3.75,1,3.75,Mobile Payment,New
1237,2025-01-05,15:27,Macchiato,Coffee,3.75,1,3.75,Cash,Regular
1238,2025-01-05,09:43,Bagel,Bakery,3.0,1,3.0,Cash,Transient
1239,2025-01-05,14:58,Cold Brew,Coffee,4.75,1,4.75,Credit Card,New
1240,2025-01-06,13:23,Mocha,Coffee,5.0,1,5.0,Mobile Payment,New
1241,2025-01-06,11:29,Breakfast Sandwich,Food,7.5,1,7.5,Mobile Payment,Regular
1242,2025-01-06,09:16,Earl Grey,Tea,3.25,3,9.75,Credit Card,Regular
1243,2025-01-06,07:56,Cappuccino,Coffee,4.5,3,13.5,Credit Card,New
1244,2025-01-06,14:17,Peppermint Tea,Tea,3.25,1,3.25,Credit Card,Regular
1245,2025-01-06,09:51,Matcha Latte,Tea,5.25,1,5.25,Credit Card,Regular
1246,2025-01-06,19:54,Americano,Coffee,3.5,1,3.5,Credit Card,New
1247,2025-01-06,07:18,Macchiato,Coffee,3.75,1,3.75,Credit Card,New
1248,2025-01-06,14:47,Chocolate Chip Cookie,Bakery,2.5,1,2.5,Credit Card,New
1249,2025-01-06,12:21,Breakfast Sandwich,Food,7.5,1,7.5,Mobile Payment,Transient
1250,2025-01-06,12:30,Macchiato,Coffee,3.75,1,3.75,Credit Card,Regular
1251,2025-01-06,13:05,Mocha,Coffee,5.0,1,5.0,Cash,Regular
1252,2025-01-06,07:17,Mocha,Coffee,5.0,3,15.0,Mobile Payment,Regular
1253,2025-01-06,07:06,Espresso,Coffee,3.0,1,3.0,Credit Card,Transient
1254,2025-01-06,12:19,Espresso,Coffee,3.0,1,3.0,Cash,New
1255,2025-01-06,16:04,Cappuccino,Coffee,4.5,1,4.5,Credit Card,New
1256,2025-01-06,16:26,Croissant,Bakery,3.75,1,3.75,Credit Card,Regular
1257,2025-01-06,09:31,Espresso,Coffee,3.0,1,3.0,Mobile Payment,Regular
1258,2025-01-06,11:34,Green Tea,Tea,3.25,1,3.25,Credit Card,Regular
1259,2025-01-06,10:16,Mocha,Coffee,5.0,1,5.0,Mobile Payment,Regular
1260,2025-01-06,16:18,Grilled Cheese,Food,6.5,1,6.5,Credit Card,New
1261,2025-01-06,15:24,Espresso,Coffee,3.0,1,3.0,Cash,Regular
1262,2025-01-06,13:09,Cold Brew,Coffee,4.75,1,4.75,Mobile Payment,New
1263,2025-01-06,12:18,Macchiato,Coffee,3.75,2,7.5,Mobile Payment,Regular
1264,2025-01-06,09:26,Bagel,Bakery,3.0,2,6.0,Cash,Regular
1265,2025-01-06,11:56,Croissant,Bakery,3.75,1,3.75,Credit Card,Regular
1266,2025-01-06,10:10,Cold Brew,Coffee,4.75,1,4.75,Mobile Payment,Regular
1267,2025-01-06,13:39,Chocolate Chip Cookie,Bakery,2.5,1,2.5,Credit Card,Transient
1268,2025-01-06,07:36,Cappuccino,Coffee,4.5,1,4.5,Credit Card,Regular
1269,2025-01-06,16:51,Macchiato,Coffee,3.75,3,11.25,Mobile Payment,Regular
1270,2025-01-06,12:11,Matcha Latte,Tea,5.25,1,5.25,Credit Card,Regular
1271,2025-01-06,09:04,Matcha Latte,Tea,5.25,1,5.25,Credit Card,Regular
1272,2025-01-06,14:16,Espresso,Coffee,3.0,1,3.0,Credit Card,Regular
1273,2025-01-06,07:12,Avocado Toast,Food,8.5,1,8.5,Cash,Regular
1274,2025-01-06,09:42,Scone,Bakery,3.75,1,3.75,Credit Card,Regular
1275,2025-01-06,14:10,Bagel,Bakery,3.0,1,3.0,Credit Card,Regular
1276,2025-01-06,13:42,Avocado Toast,Food,8.5,1,8.5,Mobile Payment,Regular
1277,2025-01-06,14:34,Green Tea,Tea,3.25,2,6.5,Mobile Payment,Transient
1278,2025-01-06,18:54,Earl Grey,Tea,3.25,1,3.25,Cash,Regular
1279,2025-01-06,09:59,Avocado Toast,Food,8.5,1,8.5,Credit Card,New
1280,2025-01-06,07:41,Bagel,Bakery,3.0,1,3.0,Cash,New
1281,2025-01-06,16:13,Croissant,Bakery,3.75,1,3.75,Credit Card,Transient
1282,2025-01-06,09:35,Matcha Latte,Tea,5.25,1,5.25,Credit Card,New
1283,2025-01-06,11:39,Macchiato,Coffee,3.75,1,3.75,Credit Card,Regular
1284,2025-01-06,10:52,Bagel,Bakery,3.0,1,3.0,Credit Card,New
1285,2025-01-06,16:31,Chocolate Chip Cookie,Bakery,2.5,1,2.5,Credit Card,New
1286,2025-01-06,12:44,Matcha Latte,Tea,5.25,1,5.25,Mobile Payment,New
1287,2025-01-06,07:03,Latte,Coffee,4.5,2,9.0,Mobile Payment,Regular
1288,2025-01-06,15:03,Peppermint Tea,Tea,3.25,2,6.5,Credit Card,Regular
1289,2025-01-06,09:20,Earl Grey,Tea,3.25,1,3.25,Mobile Payment,Regular
1290,2025-01-06,08:32,Americano,Coffee,3.5,1,3.5,Cash,New
1291,2025-01-06,09:55,Americano,Coffee,3.5,1,3.5,Credit Card,Regular
1292,2025-01-06,07:42,Cappuccino,Coffee,4.5,1,4.5,Credit Card,Transient
1293,2025-01-06,16:41,Croissant,Bakery,3.75,2,7.5,Mobile Payment,Regular
1294,2025-01-06,09:31,Espresso,Coffee,3.0,1,3.0,Mobile Payment,Regular
1295,2025-01-06,13:36,Scone,Bakery,3.75,1,3.75,Cash,New
1296,2025-01-06,14:35,Latte,Coffee,4.5,1,4.5,Credit Card,Regular
1297,2025-01-07,14:39,Green Tea,Tea,3.25,1,3.25,Mobile Payment,New
1298,2025-01-07,10:12,Latte,Coffee,4.5,1,4.5,Credit Card,Regular
1299,2025-01-07,10:46,Cappuccino,Coffee,4.5,1,4.5,Credit Card,Regular
1300,2025-01-07,15:27,Chocolate Chip Cookie,Bakery,2.5,1,2.5,Credit Card,Regular
1301,2025-01-07,11:55,Matcha Latte,Tea,5.25,1,5.25,Credit Card,Transient
1302,2025-01-07,13:38,Mocha,Coffee,5.0,1,5.0,Mobile Payment,New
1303,2025-01-07,15:10,Mocha,Coffee,5.0,1,5.0,Credit Card,Transient
1304,2025-01-07,18:00,Scone,Bakery,3.75,2,7.5,Credit Card,Transient
1305,2025-01-07,13:07,Avocado Toast,Food,8.5,1,8.5,Cash,Regular
1306,2025-01-07,07:54,Green Tea,Tea,3.25,1,3.25,Credit Card,Regular
1307,2025-01-07,14:13,Chocolate Chip Cookie,Bakery,2.5,3,7.5,Credit Card,Regular
1308,2025-01-07,12:22,Espresso,Coffee,3.0,1,3.0,Credit Card,Regular
1309,2025-01-07,16:43,Cappuccino,Coffee,4.5,1,4.5,Mobile Payment,Regular
1310,2025-01-07,10:07,Chocolate Chip Cookie,Bakery,2.5,1,2.5,Credit Card,Regular
